From	Entry	Entry Name	Gene Names
Q9NRY5	Q9NRY5	F1142_HUMAN	FAM114A2 C5orf3
Q5SRQ6	Q5SRQ6	Q5SRQ6_HUMAN	CSNK2B hCG_43725
Q15155	Q15155	NOMO1_HUMAN	NOMO1 PM5
P42330	P42330	AK1C3_HUMAN	AKR1C3 DDH1 HSD17B5 KIAA0119 PGFS
O60427	O60427	FADS1_HUMAN	FADS1 FADSD5
Q8IY47	Q8IY47	KBTB2_HUMAN	KBTBD2 BKLHD1 KIAA1489 CGI-73
O60493	O60493	SNX3_HUMAN	SNX3
Q03060	Q03060	CREM_HUMAN	CREM
Q14697	Q14697	GANAB_HUMAN	GANAB G2AN KIAA0088
Q8WW38	Q8WW38	FOG2_HUMAN	ZFPM2 FOG2 ZNF89B
Q8N594	Q8N594	MPND_HUMAN	MPND
Q9NP58	Q9NP58	ABCB6_HUMAN	ABCB6 MTABC3 PRP UMAT
P0DPB5	P0DPB5	RPC22_HUMAN	POLR1D
P29803	P29803	ODPAT_HUMAN	PDHA2 PDHAL
Q9BXC9	Q9BXC9	BBS2_HUMAN	BBS2
O75161	O75161	NPHP4_HUMAN	NPHP4 KIAA0673
P04070	P04070	PROC_HUMAN	PROC
P51570	P51570	GALK1_HUMAN	GALK1 GALK
O60279	O60279	SUSD5_HUMAN	SUSD5 KIAA0527
Q01130	Q01130	SRSF2_HUMAN	SRSF2 SFRS2
Q9UI09	Q9UI09	NDUAC_HUMAN	NDUFA12 DAP13
Q9H7P9	Q9H7P9	PKHG2_HUMAN	PLEKHG2
Q6P4E1	Q6P4E1	GOLM2_HUMAN	GOLM2 CASC4 UNQ2573/PRO6308
Q96PD5	Q96PD5	PGRP2_HUMAN	PGLYRP2 PGLYRPL PGRPL UNQ3103/PRO10102
P23246	P23246	SFPQ_HUMAN	SFPQ PSF
P04216	P04216	THY1_HUMAN	THY1
Q96BJ3	Q96BJ3	AIDA_HUMAN	AIDA C1orf80
Q9UPR6	Q9UPR6	ZFR2_HUMAN	ZFR2 KIAA1086
Q96CK0	Q96CK0	ZN653_HUMAN	ZNF653 ZIP67
Q9NQ92	Q9NQ92	COPRS_HUMAN	COPRS C17orf79 COPR5
Q12926	Q12926	ELAV2_HUMAN	ELAVL2 HUB
Q96NW7	Q96NW7	LRRC7_HUMAN	LRRC7 KIAA1365 LAP1
Q99567	Q99567	NUP88_HUMAN	NUP88
Q96GE4	Q96GE4	CEP95_HUMAN	CEP95 CCDC45 CEP45
Q9NUE0	Q9NUE0	ZDH18_HUMAN	ZDHHC18
Q86TM6	Q86TM6	SYVN1_HUMAN	SYVN1 HRD1 KIAA1810
Q7KZF4	Q7KZF4	SND1_HUMAN	SND1 TDRD11
P15863	P15863	PAX1_HUMAN	PAX1 HUP48
P49588	P49588	SYAC_HUMAN	AARS1 AARS
P54762	P54762	EPHB1_HUMAN	EPHB1 ELK EPHT2 HEK6 NET
Q5JVF3	Q5JVF3	PCID2_HUMAN	PCID2 HT004
Q9HA82	Q9HA82	CERS4_HUMAN	CERS4 LASS4
Q8TF61	Q8TF61	FBX41_HUMAN	FBXO41 FBX41 KIAA1940
Q9H0N0	Q9H0N0	RAB6C_HUMAN	RAB6C WTH3
Q15208	Q15208	STK38_HUMAN	STK38 NDR1
P0CAP2	P0CAP2	GRL1A_HUMAN	POLR2M GRINL1A
Q9NRN7	Q9NRN7	ADPPT_HUMAN	AASDHPPT CGI-80 HAH-P HSPC223 x0005
P16930	P16930	FAAA_HUMAN	FAH
Q96B36	Q96B36	AKTS1_HUMAN	AKT1S1 PRAS40
P08621	P08621	RU17_HUMAN	SNRNP70 RNPU1Z RPU1 SNRP70 U1AP1
P28332	P28332	ADH6_HUMAN	ADH6
Q9H156	Q9H156	SLIK2_HUMAN	SLITRK2 CXorf2 KIAA1854 SLITL1 UNQ9197/PRO34756
P43119	P43119	PI2R_HUMAN	PTGIR PRIPR
P36551	P36551	HEM6_HUMAN	CPOX CPO CPX
Q9Y6I3	Q9Y6I3	EPN1_HUMAN	EPN1
Q6ZNL6	Q6ZNL6	FGD5_HUMAN	FGD5 ZFYVE23
Q9P296	Q9P296	C5AR2_HUMAN	C5AR2 C5L2 GPR77
P07858	P07858	CATB_HUMAN	CTSB CPSB
Q86TY3	Q86TY3	ARMD4_HUMAN	ARMH4 C14orf37
Q9UBU7	Q9UBU7	DBF4A_HUMAN	DBF4 ASK DBF4A ZDBF1
P48454	P48454	PP2BC_HUMAN	PPP3CC CALNA3 CNA3
Q6P2H3	Q6P2H3	CEP85_HUMAN	CEP85 CCDC21
P03928	P03928	ATP8_HUMAN	MT-ATP8 ATP8 ATPASE8 MTATP8
Q9P2E7	Q9P2E7	PCD10_HUMAN	PCDH10 KIAA1400
O14979	O14979	HNRDL_HUMAN	HNRNPDL HNRPDL JKTBP
Q15018	Q15018	ABRX2_HUMAN	ABRAXAS2 ABRO1 FAM175B KIAA0157
A8MXQ7	A8MXQ7	IQAK1_HUMAN	IQANK1
Q9BXS9	Q9BXS9	S26A6_HUMAN	SLC26A6
Q5VWT5	Q5VWT5	FYB2_HUMAN	FYB2 ARAP C1orf168
Q9NQ55	Q9NQ55	SSF1_HUMAN	PPAN BXDC3 SSF1
Q8WZA9	Q8WZA9	IRGQ_HUMAN	IRGQ IRGQ1 FKSG27
O95622	O95622	ADCY5_HUMAN	ADCY5
P27816	P27816	MAP4_HUMAN	MAP4
P14867	P14867	GBRA1_HUMAN	GABRA1
Q9P0T7	Q9P0T7	TMEM9_HUMAN	TMEM9 DERP4 TMEM9A HSPC186 PSEC0012 UNQ631/PRO1248
Q9P2E9	Q9P2E9	RRBP1_HUMAN	RRBP1 KIAA1398
Q92598	Q92598	HS105_HUMAN	HSPH1 HSP105 HSP110 KIAA0201
Q6ZSS7	Q6ZSS7	MFSD6_HUMAN	MFSD6 MMR2
Q9Y530	Q9Y530	OARD1_HUMAN	OARD1 C6orf130 TARG1
P27635	P27635	RL10_HUMAN	RPL10 DXS648E QM
Q9NVT9	Q9NVT9	ARMC1_HUMAN	ARMC1 ARCP
Q96MZ0	Q96MZ0	GD1L1_HUMAN	GDAP1L1
Q5XG87	Q5XG87	PAPD7_HUMAN	TENT4A PAPD7 POLS TRF4
Q96A29	Q96A29	FUCT1_HUMAN	SLC35C1 FUCT1
Q9UHR6	Q9UHR6	ZNHI2_HUMAN	ZNHIT2 C11orf5
Q9UGN5	Q9UGN5	PARP2_HUMAN	PARP2 ADPRT2 ADPRTL2
P50281	P50281	MMP14_HUMAN	MMP14
Q14003	Q14003	KCNC3_HUMAN	KCNC3
Q03167	Q03167	TGBR3_HUMAN	TGFBR3
Q7LBC6	Q7LBC6	KDM3B_HUMAN	KDM3B C5orf7 JHDM2B JMJD1B KIAA1082
P62701	P62701	RS4X_HUMAN	RPS4X CCG2 RPS4 SCAR
Q96FZ2	Q96FZ2	HMCES_HUMAN	HMCES C3orf37 DC12 SRAPD1
Q05193	Q05193	DYN1_HUMAN	DNM1 DNM
Q6QNY0	Q6QNY0	BL1S3_HUMAN	BLOC1S3 BLOS3
Q8IUR0	Q8IUR0	TPPC5_HUMAN	TRAPPC5
Q9NY59	Q9NY59	NSMA2_HUMAN	SMPD3
Q8NI77	Q8NI77	KI18A_HUMAN	KIF18A OK/SW-cl.108
Q9H8M9	Q9H8M9	EVA1A_HUMAN	EVA1A FAM176A TMEM166 SP24
Q96DH6	Q96DH6	MSI2H_HUMAN	MSI2
P37840	P37840	SYUA_HUMAN	SNCA NACP PARK1
Q8WU17	Q8WU17	RN139_HUMAN	RNF139 TRC8
Q9UD71	Q9UD71	PPR1B_HUMAN	PPP1R1B DARPP32
Q8N0Z8	Q8N0Z8	PUSL1_HUMAN	PUSL1
Q5K4L6	Q5K4L6	S27A3_HUMAN	SLC27A3 ACSVL3 FATP3 PSEC0067 UNQ367/PRO703
O15553	O15553	MEFV_HUMAN	MEFV MEF TRIM20
P00326	P00326	ADH1G_HUMAN	ADH1C ADH3
Q13203	Q13203	MYBPH_HUMAN	MYBPH
Q96GW7	Q96GW7	PGCB_HUMAN	BCAN BEHAB CSPG7 UNQ2525/PRO6018
Q8WXX7	Q8WXX7	AUTS2_HUMAN	AUTS2 KIAA0442
Q9UGJ0	Q9UGJ0	AAKG2_HUMAN	PRKAG2
Q9UNH7	Q9UNH7	SNX6_HUMAN	SNX6
P09104	P09104	ENOG_HUMAN	ENO2
Q14332	Q14332	FZD2_HUMAN	FZD2
Q96T17	Q96T17	MA7D2_HUMAN	MAP7D2
Q99961	Q99961	SH3G1_HUMAN	SH3GL1 CNSA1 SH3D2B
Q9P267	Q9P267	MBD5_HUMAN	MBD5 KIAA1461
Q9ULA0	Q9ULA0	DNPEP_HUMAN	DNPEP ASPEP DAP
O60518	O60518	RNBP6_HUMAN	RANBP6
Q9BW66	Q9BW66	CINP_HUMAN	CINP
P08670	P08670	VIME_HUMAN	VIM
Q6ZW61	Q6ZW61	BBS12_HUMAN	BBS12 C4orf24
Q8WXH2	Q8WXH2	JPH3_HUMAN	JPH3 JP3 TNRC22
Q66K89	Q66K89	E4F1_HUMAN	E4F1 E4F
Q86YP4	Q86YP4	P66A_HUMAN	GATAD2A
Q14137	Q14137	BOP1_HUMAN	BOP1 KIAA0124
P30825	P30825	CTR1_HUMAN	SLC7A1 ATRC1 ERR REC1L
Q9UJX2	Q9UJX2	CDC23_HUMAN	CDC23 ANAPC8
P12882	P12882	MYH1_HUMAN	MYH1
Q9BY44	Q9BY44	EIF2A_HUMAN	EIF2A CDA02 MSTP004 MSTP089
P12277	P12277	KCRB_HUMAN	CKB CKBB
P06730	P06730	IF4E_HUMAN	EIF4E EIF4EL1 EIF4F
Q9UJV8	Q9UJV8	PURG_HUMAN	PURG
Q8N0Y7	Q8N0Y7	PGAM4_HUMAN	PGAM4 PGAM3
Q9BTU6	Q9BTU6	P4K2A_HUMAN	PI4K2A
Q08117	Q08117	TLE5_HUMAN	TLE5 AES GRG GRG5
Q16647	Q16647	PTGIS_HUMAN	PTGIS CYP8 CYP8A1
Q8TDI0	Q8TDI0	CHD5_HUMAN	CHD5 KIAA0444
Q96KR7	Q96KR7	PHAR3_HUMAN	PHACTR3 C20orf101 SCAPIN1
P04233	P04233	HG2A_HUMAN	CD74 DHLAG
Q9HAU4	Q9HAU4	SMUF2_HUMAN	SMURF2
Q9H3N1	Q9H3N1	TMX1_HUMAN	TMX1 TMX TXNDC TXNDC1 PSEC0085 UNQ235/PRO268
Q9Y2G1	Q9Y2G1	MYRF_HUMAN	MYRF C11orf9 KIAA0954 MRF
O76070	O76070	SYUG_HUMAN	SNCG BCSG1 PERSYN PRSN
P59665	P59665	DEF1_HUMAN	DEFA1 DEF1 DEFA2 MRS; DEFA1B
Q8N302	Q8N302	AGGF1_HUMAN	AGGF1 GPATC7 GPATCH7 VG5Q
Q9NRH2	Q9NRH2	SNRK_HUMAN	SNRK KIAA0096 SNFRK
Q9NY72	Q9NY72	SCN3B_HUMAN	SCN3B KIAA1158
Q5VWN6	Q5VWN6	TASO2_HUMAN	TASOR2 C10orf18 FAM208B KIAA2006
Q8NDT2	Q8NDT2	RB15B_HUMAN	RBM15B OTT3
O00220	O00220	TR10A_HUMAN	TNFRSF10A APO2 DR4 TRAILR1
P61086	P61086	UBE2K_HUMAN	UBE2K HIP2 LIG
O00762	O00762	UBE2C_HUMAN	UBE2C UBCH10
P19404	P19404	NDUV2_HUMAN	NDUFV2
Q5T0N5	Q5T0N5	FBP1L_HUMAN	FNBP1L C1orf39 TOCA1
Q99592	Q99592	ZBT18_HUMAN	ZBTB18 RP58 TAZ1 ZNF238
P28799	P28799	GRN_HUMAN	GRN
P07357	P07357	CO8A_HUMAN	C8A
Q7RTT3	Q7RTT3	SSX9_HUMAN	SSX9P SSX9
Q9UQD0	Q9UQD0	SCN8A_HUMAN	SCN8A MED
Q8IXB3	Q8IXB3	TARG1_HUMAN	TRARG1 IFITMD3 LOST1 TUSC5
Q8TEV9	Q8TEV9	SMCR8_HUMAN	SMCR8
Q9UEW8	Q9UEW8	STK39_HUMAN	STK39 PASK SPAK
Q9NP97	Q9NP97	DLRB1_HUMAN	DYNLRB1 BITH DNCL2A DNLC2A ROBLD1 HSPC162
Q9BVV7	Q9BVV7	TIM21_HUMAN	TIMM21 C18orf55 TIM21 HSPC154
P08637	P08637	FCG3A_HUMAN	FCGR3A CD16A FCG3 FCGR3 IGFR3
Q9UK08	Q9UK08	GBG8_HUMAN	GNG8 GNG9 GNGT9
Q9NVU0	Q9NVU0	RPC5_HUMAN	POLR3E KIAA1452
P32004	P32004	L1CAM_HUMAN	L1CAM CAML1 MIC5
P41229	P41229	KDM5C_HUMAN	KDM5C DXS1272E JARID1C SMCX XE169
Q92922	Q92922	SMRC1_HUMAN	SMARCC1 BAF155
P16066	P16066	ANPRA_HUMAN	NPR1 ANPRA
Q9UJA5	Q9UJA5	TRM6_HUMAN	TRMT6 KIAA1153 TRM6 CGI-09
O43293	O43293	DAPK3_HUMAN	DAPK3 ZIPK
Q9HAV4	Q9HAV4	XPO5_HUMAN	XPO5 KIAA1291 RANBP21
G9CGD6	G9CGD6	CNIPF_HUMAN	CNK3/IPCEF1
P07951	P07951	TPM2_HUMAN	TPM2 TMSB
Q9UPM8	Q9UPM8	AP4E1_HUMAN	AP4E1
P54252	P54252	ATX3_HUMAN	ATXN3 ATX3 MJD MJD1 SCA3
Q06546	Q06546	GABPA_HUMAN	GABPA E4TF1A
Q86Z02	Q86Z02	HIPK1_HUMAN	HIPK1 KIAA0630 MYAK NBAK2
Q53HI1	Q53HI1	UNC50_HUMAN	UNC50 UNCL HSD-23 HSD23
P24530	P24530	EDNRB_HUMAN	EDNRB ETRB
Q7Z5P4	Q7Z5P4	DHB13_HUMAN	HSD17B13 SCDR9 SDR16C3 HMFN0376 UNQ497/PRO1014
Q9HAP6	Q9HAP6	LIN7B_HUMAN	LIN7B MALS2 VELI2 UNQ3116/PRO10200
Q9Y3D6	Q9Y3D6	FIS1_HUMAN	FIS1 TTC11 CGI-135
Q32NB8	Q32NB8	PGPS1_HUMAN	PGS1
Q9NQR1	Q9NQR1	KMT5A_HUMAN	KMT5A PRSET7 SET07 SET8 SETD8
Q8NCS7	Q8NCS7	CTL5_HUMAN	SLC44A5 CTL5
Q9C0H6	Q9C0H6	KLHL4_HUMAN	KLHL4 KIAA1687
P09210	P09210	GSTA2_HUMAN	GSTA2 GST2
P09471	P09471	GNAO_HUMAN	GNAO1
P10914	P10914	IRF1_HUMAN	IRF1
P48730	P48730	KC1D_HUMAN	CSNK1D HCKID
Q9H7U1	Q9H7U1	CCSE2_HUMAN	CCSER2 FAM190B KIAA1128 NPD012
Q9UKF6	Q9UKF6	CPSF3_HUMAN	CPSF3 CPSF73
Q16515	Q16515	ASIC2_HUMAN	ASIC2 ACCN ACCN1 BNAC1 MDEG
Q7Z460	Q7Z460	CLAP1_HUMAN	CLASP1 KIAA0622 MAST1
Q71H61	Q71H61	ILDR2_HUMAN	ILDR2 C1orf32
Q8WX92	Q8WX92	NELFB_HUMAN	NELFB COBRA1 KIAA1182
Q9NUR3	Q9NUR3	TM74B_HUMAN	TMEM74B C20orf46
P0DP25	P0DP25	CALM3_HUMAN	CALM3 CALML2 CAM3 CAMC CAMIII
P45983	P45983	MK08_HUMAN	MAPK8 JNK1 PRKM8 SAPK1 SAPK1C
P49792	P49792	RBP2_HUMAN	RANBP2 NUP358
P31785	P31785	IL2RG_HUMAN	IL2RG
Q03001	Q03001	DYST_HUMAN	DST BP230 BP240 BPAG1 DMH DT KIAA0728
P55895	P55895	RAG2_HUMAN	RAG2
Q9NVF7	Q9NVF7	FBX28_HUMAN	FBXO28 CENP-30 KIAA0483
Q9Y676	Q9Y676	RT18B_HUMAN	MRPS18B C6orf14 HSPC183 PTD017
Q5VVH5	Q5VVH5	IKBP1_HUMAN	IRAK1BP1
Q9BQI0	Q9BQI0	AIF1L_HUMAN	AIF1L C9orf58 IBA2 UNQ672/PRO1306
P09211	P09211	GSTP1_HUMAN	GSTP1 FAEES3 GST3
P68133	P68133	ACTS_HUMAN	ACTA1 ACTA
O75616	O75616	ERAL1_HUMAN	ERAL1 HERA
Q9UBF2	Q9UBF2	COPG2_HUMAN	COPG2
Q8WXI9	Q8WXI9	P66B_HUMAN	GATAD2B KIAA1150
Q86WV1	Q86WV1	SKAP1_HUMAN	SKAP1 SCAP1 SKAP55
P57764	P57764	GSDMD_HUMAN	GSDMD DFNA5L GSDMDC1 FKSG10
Q9BUN5	Q9BUN5	CC28B_HUMAN	CCDC28B
P83876	P83876	TXN4A_HUMAN	TXNL4A DIM1 TXNL4
Q8NE31	Q8NE31	FA13C_HUMAN	FAM13C FAM13C1
P50416	P50416	CPT1A_HUMAN	CPT1A CPT1
O60237	O60237	MYPT2_HUMAN	PPP1R12B MYPT2
Q9NWT1	Q9NWT1	PK1IP_HUMAN	PAK1IP1 PIP1 WDR84
Q86SK9	Q86SK9	SCD5_HUMAN	SCD5 ACOD4 SCD2 SCD4
P32298	P32298	GRK4_HUMAN	GRK4 GPRK2L GPRK4
P13535	P13535	MYH8_HUMAN	MYH8
Q13563	Q13563	PKD2_HUMAN	PKD2 TRPP1 TRPP2
Q9BYF1	Q9BYF1	ACE2_HUMAN	ACE2 UNQ868/PRO1885
Q4G0Z9	Q4G0Z9	MCMD2_HUMAN	MCMDC2 C8orf45
O75122	O75122	CLAP2_HUMAN	CLASP2 KIAA0627
P57768	P57768	SNX16_HUMAN	SNX16
Q13057	Q13057	COASY_HUMAN	COASY PSEC0106
Q13884	Q13884	SNTB1_HUMAN	SNTB1 SNT2B1
Q14188	Q14188	TFDP2_HUMAN	TFDP2 DP2
P41597	P41597	CCR2_HUMAN	CCR2 CMKBR2
P10586	P10586	PTPRF_HUMAN	PTPRF LAR
Q8TF68	Q8TF68	ZN384_HUMAN	ZNF384 CAGH1 CIZ NMP4 TNRC1
Q02779	Q02779	M3K10_HUMAN	MAP3K10 MLK2 MST
Q13444	Q13444	ADA15_HUMAN	ADAM15 MDC15
Q9BSM1	Q9BSM1	PCGF1_HUMAN	PCGF1 NSPC1 RNF68
O60343	O60343	TBCD4_HUMAN	TBC1D4 AS160 KIAA0603
P0CG30	P0CG30	GSTT2_HUMAN	GSTT2B GSTT2
Q9NP87	Q9NP87	DPOLM_HUMAN	POLM polmu
Q9Y6I9	Q9Y6I9	TX264_HUMAN	TEX264 ZSIG11 UNQ337/PRO536
Q9H307	Q9H307	PININ_HUMAN	PNN DRS MEMA
Q8N7B9	Q8N7B9	EFCB3_HUMAN	EFCAB3
P19525	P19525	E2AK2_HUMAN	EIF2AK2 PKR PRKR
P98164	P98164	LRP2_HUMAN	LRP2
Q06609	Q06609	RAD51_HUMAN	RAD51 RAD51A RECA
Q6IBW4	Q6IBW4	CNDH2_HUMAN	NCAPH2 CAPH2
Q7Z5J4	Q7Z5J4	RAI1_HUMAN	RAI1 KIAA1820
P47928	P47928	ID4_HUMAN	ID4 BHLHB27
Q7RTP6	Q7RTP6	MICA3_HUMAN	MICAL3 KIAA0819 KIAA1364
B2RBV5	B2RBV5	MR1L2_HUMAN	MRFAP1L2
Q96NX5	Q96NX5	KCC1G_HUMAN	CAMK1G CLICK3 VWS1
Q9NNX1	Q9NNX1	TUFT1_HUMAN	TUFT1
Q9HC77	Q9HC77	CPAP_HUMAN	CPAP CENPJ LAP LIP1
Q96JH7	Q96JH7	VCIP1_HUMAN	VCPIP1 KIAA1850 VCIP135
O43237	O43237	DC1L2_HUMAN	DYNC1LI2 DNCLI2 LIC2
O75717	O75717	WDHD1_HUMAN	WDHD1 AND1
P29377	P29377	S100G_HUMAN	S100G CABP9K CALB3 S100D
P23634	P23634	AT2B4_HUMAN	ATP2B4 ATP2B2 MXRA1
Q9UKX7	Q9UKX7	NUP50_HUMAN	NUP50 NPAP60L PRO1146
Q8WXF1	Q8WXF1	PSPC1_HUMAN	PSPC1 PSP1
Q9BV68	Q9BV68	RN126_HUMAN	RNF126
Q8WUJ0	Q8WUJ0	STYX_HUMAN	STYX
Q9GZR2	Q9GZR2	REXO4_HUMAN	REXO4 PMC2 XPMC2H
Q00013	Q00013	EM55_HUMAN	MPP1 DXS552E EMP55
Q9UHD1	Q9UHD1	CHRD1_HUMAN	CHORDC1 CHP1
Q9Y6B7	Q9Y6B7	AP4B1_HUMAN	AP4B1
Q9NVH1	Q9NVH1	DJC11_HUMAN	DNAJC11
O95479	O95479	G6PE_HUMAN	H6PD GDH
Q13621	Q13621	S12A1_HUMAN	SLC12A1 NKCC2
Q8IW19	Q8IW19	APLF_HUMAN	APLF C2orf13 PALF XIP1
Q53RT3	Q53RT3	APRV1_HUMAN	ASPRV1 SASP
Q6GMV3	Q6GMV3	PTRD1_HUMAN	PTRHD1 C2orf79
Q96KC9	Q96KC9	CABS1_HUMAN	CABS1 C4orf35
P0DME0	P0DME0	SETLP_HUMAN	SETSIP SETP18
Q9NWA0	Q9NWA0	MED9_HUMAN	MED9 MED25
P49760	P49760	CLK2_HUMAN	CLK2
Q7L2Z9	Q7L2Z9	CENPQ_HUMAN	CENPQ C6orf139
Q96HE9	Q96HE9	PRR11_HUMAN	PRR11
P83731	P83731	RL24_HUMAN	RPL24
O15231	O15231	ZN185_HUMAN	ZNF185
Q86XF7	Q86XF7	ZN575_HUMAN	ZNF575
O43149	O43149	ZZEF1_HUMAN	ZZEF1 KIAA0399
Q96JG9	Q96JG9	ZN469_HUMAN	ZNF469 KIAA1858
Q9NZV7	Q9NZV7	ZIM2_HUMAN	ZIM2 ZNF656
Q9NR30	Q9NR30	DDX21_HUMAN	DDX21
Q9UNP9	Q9UNP9	PPIE_HUMAN	PPIE CYP33
Q8TER5	Q8TER5	ARH40_HUMAN	ARHGEF40 SOLO
Q99627	Q99627	CSN8_HUMAN	COPS8 CSN8
Q5TC12	Q5TC12	ATPF1_HUMAN	ATPAF1 ATP11
Q15723	Q15723	ELF2_HUMAN	ELF2 NERF
Q96PD2	Q96PD2	DCBD2_HUMAN	DCBLD2 CLCP1 ESDN
O95197	O95197	RTN3_HUMAN	RTN3 ASYIP NSPL2
P19447	P19447	ERCC3_HUMAN	ERCC3 XPB XPBC
P08913	P08913	ADA2A_HUMAN	ADRA2A ADRA2R ADRAR
O75069	O75069	TMCC2_HUMAN	TMCC2 KIAA0481 hucep-11
O15173	O15173	PGRC2_HUMAN	PGRMC2 DG6 PMBP
Q96F45	Q96F45	ZN503_HUMAN	ZNF503 NOLZ1
P28074	P28074	PSB5_HUMAN	PSMB5 LMPX MB1 X
Q9BYV9	Q9BYV9	BACH2_HUMAN	BACH2
P08631	P08631	HCK_HUMAN	HCK
P48960	P48960	AGRE5_HUMAN	ADGRE5 CD97
O43175	O43175	SERA_HUMAN	PHGDH PGDH3
Q9H0I2	Q9H0I2	ENKD1_HUMAN	ENKD1 C16orf48 UNQ6410/PRO21183
O95782	O95782	AP2A1_HUMAN	AP2A1 ADTAA CLAPA1
Q99685	Q99685	MGLL_HUMAN	MGLL
P98077	P98077	SHC2_HUMAN	SHC2 SCK SHCB
P17658	P17658	KCNA6_HUMAN	KCNA6
Q9BQ89	Q9BQ89	F110A_HUMAN	FAM110A C20orf55 F10
Q86UW6	Q86UW6	N4BP2_HUMAN	N4BP2 B3BP KIAA1413
O60383	O60383	GDF9_HUMAN	GDF9
Q9H4G4	Q9H4G4	GAPR1_HUMAN	GLIPR2 C9orf19 GAPR1
Q9P0L2	Q9P0L2	MARK1_HUMAN	MARK1 KIAA1477 MARK
Q8WY07	Q8WY07	CTR3_HUMAN	SLC7A3 ATRC3 CAT3
Q5VTL8	Q5VTL8	PR38B_HUMAN	PRPF38B
P11047	P11047	LAMC1_HUMAN	LAMC1 LAMB2
Q86UB9	Q86UB9	TM135_HUMAN	TMEM135
Q7Z698	Q7Z698	SPRE2_HUMAN	SPRED2
P43307	P43307	SSRA_HUMAN	SSR1 TRAPA PSEC0262
Q9NV56	Q9NV56	MRGBP_HUMAN	MRGBP C20orf20
Q9NPR2	Q9NPR2	SEM4B_HUMAN	SEMA4B KIAA1745 SEMAC UNQ749/PRO1480
P63252	P63252	KCNJ2_HUMAN	KCNJ2 IRK1
Q9NR20	Q9NR20	DYRK4_HUMAN	DYRK4
O43474	O43474	KLF4_HUMAN	KLF4 EZF GKLF
Q9NY43	Q9NY43	BARH2_HUMAN	BARHL2
Q7Z3B3	Q7Z3B3	KANL1_HUMAN	KANSL1 CENP-36 KIAA1267 MSL1V1 NSL1
P00749	P00749	UROK_HUMAN	PLAU
Q96E17	Q96E17	RAB3C_HUMAN	RAB3C
Q9H3U1	Q9H3U1	UN45A_HUMAN	UNC45A SMAP1
Q9NXV6	Q9NXV6	CARF_HUMAN	CDKN2AIP CARF
O75489	O75489	NDUS3_HUMAN	NDUFS3
P37173	P37173	TGFR2_HUMAN	TGFBR2
Q86UA6	Q86UA6	RIP_HUMAN	RPAIN RIP
Q6SA08	Q6SA08	TSSK4_HUMAN	TSSK4 C14orf20 STK22E TSSK5
Q9C0B5	Q9C0B5	ZDHC5_HUMAN	ZDHHC5 KIAA1748 ZNF375
Q9NVI1	Q9NVI1	FANCI_HUMAN	FANCI KIAA1794
Q9HCM7	Q9HCM7	FBSL_HUMAN	FBRSL1 AUTS2L KIAA1545 XTP9
Q9Y2W6	Q9Y2W6	TDRKH_HUMAN	TDRKH TDRD2
Q9UJT2	Q9UJT2	TSKS_HUMAN	TSKS STK22S1 TSKS1
P37023	P37023	ACVL1_HUMAN	ACVRL1 ACVRLK1 ALK1
Q6NXT2	Q6NXT2	H3C_HUMAN	H3-5 H3F3C
Q13015	Q13015	AF1Q_HUMAN	MLLT11 AF1Q
O95071	O95071	UBR5_HUMAN	UBR5 EDD EDD1 HYD KIAA0896
P51817	P51817	PRKX_HUMAN	PRKX PKX1
Q9NPF0	Q9NPF0	CD320_HUMAN	CD320 8D6A UNQ198/PRO224
Q15067	Q15067	ACOX1_HUMAN	ACOX1 ACOX
Q9BYV8	Q9BYV8	CEP41_HUMAN	CEP41 TSGA14
Q9BY43	Q9BY43	CHM4A_HUMAN	CHMP4A C14orf123 SHAX2 CDA04 HSPC134
Q9NZU7	Q9NZU7	CABP1_HUMAN	CABP1
Q9Y2Q9	Q9Y2Q9	RT28_HUMAN	MRPS28 MRPS35 HSPC007
O75167	O75167	PHAR2_HUMAN	PHACTR2 C6orf56 KIAA0680
Q8IZF0	Q8IZF0	NALCN_HUMAN	NALCN VGCNL1
Q9Y3B9	Q9Y3B9	RRP15_HUMAN	RRP15 KIAA0507 CGI-115
Q15858	Q15858	SCN9A_HUMAN	SCN9A NENA
Q96EK7	Q96EK7	F120B_HUMAN	FAM120B CCPG KIAA1838
O43930	O43930	PRKY_HUMAN	PRKY
Q9NZQ3	Q9NZQ3	SPN90_HUMAN	NCKIPSD AF3P21 SPIN90
Q96EK9	Q96EK9	KTI12_HUMAN	KTI12 SBBI81
Q9Y673	Q9Y673	ALG5_HUMAN	ALG5 HSPC149
P35367	P35367	HRH1_HUMAN	HRH1
Q96CN4	Q96CN4	EVI5L_HUMAN	EVI5L
Q14974	Q14974	IMB1_HUMAN	KPNB1 NTF97
Q9BXP5	Q9BXP5	SRRT_HUMAN	SRRT ARS2 ASR2
Q9H2E6	Q9H2E6	SEM6A_HUMAN	SEMA6A KIAA1368 SEMAQ
Q16822	Q16822	PCKGM_HUMAN	PCK2 PEPCK2
Q92995	Q92995	UBP13_HUMAN	USP13 ISOT3
P29120	P29120	NEC1_HUMAN	PCSK1 NEC1
Q8WWK9	Q8WWK9	CKAP2_HUMAN	CKAP2 LB1 TMAP
P52294	P52294	IMA5_HUMAN	KPNA1 RCH2
Q58EX2	Q58EX2	SDK2_HUMAN	SDK2 KIAA1514
